task,dataset,repeat,seed,method,final_utility,normalized_auc,utility_at_call_10,utility_at_call_20,utility_at_call_60,calls_to_95pct_oracle_gain,reached_95pct_oracle_gain,final_utility_matches_oracle,base_utility,oracle_utility,final_gap_to_oracle
regression,red,9,41009,Data-All,0.5453842221818963,0.5489123299292249,0.5527215409206103,0.5576220629341634,0.5453842221818963,7,1,1,0.5296535455950032,0.5453842221818963,0.0
regression,red,9,41009,Data-Alt,0.5487625216276024,0.5503019005713792,0.5576220629341634,0.5487625216276024,0.5487625216276024,2,1,0,0.5296535455950032,0.5453842221818963,-0.003378299445706112
regression,red,9,41009,AutoML,0.5296535455950032,0.5293624993717623,0.5296535455950032,0.5296535455950032,0.5296535455950032,61,0,0,0.5296535455950032,0.5453842221818963,0.01573067658689309
regression,red,10,41010,Data-Bandit,0.5462384982955832,0.5462399489055928,0.550393030198757,0.5462384982955832,0.5462384982955832,10,1,0,0.5242720560526873,0.5513741785382298,0.005135680242646545
regression,red,10,41010,Data-All,0.5513741785382298,0.5460528067262868,0.5458592573385205,0.5462384982955832,0.5513741785382298,30,1,1,0.5242720560526873,0.5513741785382298,0.0
regression,red,10,41010,Data-Alt,0.5511428995050525,0.549110261229702,0.5462384982955832,0.5511288181423293,0.5511428995050525,20,1,0,0.5242720560526873,0.5513741785382298,0.0002312790331773229
regression,red,10,41010,AutoML,0.5178914215760035,0.5178914215760035,0.5178914215760035,0.5178914215760035,0.5178914215760035,61,0,0,0.5242720560526873,0.5513741785382298,0.033482756962226246
regression,red,11,41011,Data-Bandit,0.5500132007150011,0.5477116392178718,0.5447490011118274,0.5500132007150011,0.5500132007150011,20,1,1,0.525338243225716,0.5500132007150011,0.0
regression,red,11,41011,Data-All,0.5500132007150011,0.5393013510128356,0.5365292690970874,0.5409927078868478,0.5500132007150011,60,1,1,0.525338243225716,0.5500132007150011,0.0
regression,red,11,41011,Data-Alt,0.5500132007150011,0.5445262891675863,0.5409927078868478,0.5391409471177389,0.5500132007150011,34,1,1,0.525338243225716,0.5500132007150011,0.0
regression,red,11,41011,AutoML,0.525338243225716,0.5248926684634733,0.525338243225716,0.525338243225716,0.525338243225716,61,0,0,0.525338243225716,0.5500132007150011,0.024674957489285165
regression,red,12,41012,Data-Bandit,0.5608303486830871,0.5599477175270914,0.5608303486830871,0.5608303486830871,0.5608303486830871,5,1,1,0.529150856891281,0.5608303486830871,0.0
regression,red,12,41012,Data-All,0.5608303486830871,0.5560551571222903,0.5549416286262393,0.5586884626430122,0.5608303486830871,24,1,1,0.529150856891281,0.5608303486830871,0.0
regression,red,12,41012,Data-Alt,0.5608303486830871,0.5591753374089089,0.5586884626430122,0.5608303486830871,0.5608303486830871,18,1,1,0.529150856891281,0.5608303486830871,0.0
regression,red,12,41012,AutoML,0.529150856891281,0.5288219291274963,0.529150856891281,0.529150856891281,0.529150856891281,61,0,0,0.529150856891281,0.5608303486830871,0.03167949179180607
regression,red,13,41013,Data-Bandit,0.5723656913367704,0.5711091700644438,0.5723656913367704,0.5723656913367704,0.5723656913367704,3,1,0,0.5211683152818549,0.5629026478906467,-0.009463043446123698
regression,red,13,41013,Data-All,0.5629026478906467,0.5620187453533503,0.5673662622877877,0.5761399646888958,0.5629026478906467,7,1,1,0.5211683152818549,0.5629026478906467,0.0
regression,red,13,41013,Data-Alt,0.5688735223961064,0.5696635403703432,0.5761399646888958,0.5688735223961064,0.5688735223961064,2,1,0,0.5211683152818549,0.5629026478906467,-0.0059708745054597445
regression,red,13,41013,AutoML,0.5190945309940413,0.5191981173992946,0.5190945309940413,0.5190945309940413,0.5190945309940413,61,0,0,0.5211683152818549,0.5629026478906467,0.043808116896605354
regression,red,14,41014,Data-Bandit,0.5574217043341525,0.5539714037969816,0.5410328110826987,0.5574217043341525,0.5574217043341525,61,0,0,0.5271147401259746,0.565871710665836,0.008450006331683468
regression,red,14,41014,Data-All,0.565871710665836,0.5510469442116576,0.5474577858497688,0.5532812644113212,0.565871710665836,60,1,1,0.5271147401259746,0.565871710665836,0.0
regression,red,14,41014,Data-Alt,0.5574217043341525,0.5550737097342118,0.5532812644113212,0.5574217043341525,0.5574217043341525,61,0,0,0.5271147401259746,0.565871710665836,0.008450006331683468
regression,red,14,41014,AutoML,0.5226950341214447,0.5226950341214447,0.5226950341214447,0.5226950341214447,0.5226950341214447,61,0,0,0.5271147401259746,0.565871710665836,0.04317667654439128
regression,white,0,42000,Data-Bandit,0.5184824297578488,0.5184648672404866,0.5184824297578488,0.5184824297578488,0.5184824297578488,2,1,0,0.5075868394876264,0.525461390478792,0.006978960720943284
regression,white,0,42000,Data-All,0.525461390478792,0.5238548333162569,0.5283929380994105,0.525461390478792,0.525461390478792,7,1,1,0.5075868394876264,0.525461390478792,0.0
regression,white,0,42000,Data-Alt,0.5184824297578488,0.5193619042485865,0.5184824297578488,0.5184824297578488,0.5184824297578488,2,1,0,0.5075868394876264,0.525461390478792,0.006978960720943284
regression,white,0,42000,AutoML,0.5075868394876264,0.5075868394876264,0.5075868394876264,0.5075868394876264,0.5075868394876264,61,0,0,0.5075868394876264,0.525461390478792,0.01787455099116564
regression,white,1,42001,Data-Bandit,0.5321651666770161,0.531578290587605,0.5322327925275996,0.5321651666770161,0.5321651666770161,61,0,0,0.5043501622039751,0.5433760506625284,0.011210883985512288
regression,white,1,42001,Data-All,0.5433760506625284,0.5341363446360994,0.5271424596928151,0.5316697580881375,0.5433760506625284,47,1,1,0.5043501622039751,0.5433760506625284,0.0
regression,white,1,42001,Data-Alt,0.5433760506625284,0.5378055991968075,0.5316390503964546,0.5315850697714761,0.5433760506625284,26,1,1,0.5043501622039751,0.5433760506625284,0.0
regression,white,1,42001,AutoML,0.5028943974078617,0.5028943974078616,0.5028943974078617,0.5028943974078617,0.5028943974078617,61,0,0,0.5043501622039751,0.5433760506625284,0.04048165325466668
regression,white,2,42002,Data-Bandit,0.5336765089820534,0.5333351327853113,0.5336765089820534,0.5336765089820534,0.5336765089820534,3,1,0,0.5090819060570232,0.5355747573427904,0.0018982483607369316
regression,white,2,42002,Data-All,0.5355747573427904,0.5326967824071579,0.5335801343986948,0.5355747573427904,0.5355747573427904,13,1,1,0.5090819060570232,0.5355747573427904,0.0
regression,white,2,42002,Data-Alt,0.5355747573427904,0.5351072658278809,0.5355747573427904,0.5355747573427904,0.5355747573427904,3,1,1,0.5090819060570232,0.5355747573427904,0.0
regression,white,2,42002,AutoML,0.5090645946190792,0.5090654319077672,0.5090645946190792,0.5090645946190792,0.5090645946190792,61,0,0,0.5090819060570232,0.5355747573427904,0.026510162723711206
regression,white,3,42003,Data-Bandit,0.5319703950117011,0.531302448199182,0.5344299963284919,0.5319703950117011,0.5319703950117011,3,1,0,0.49967764409360194,0.5257250926038182,-0.006245302407882902
regression,white,3,42003,Data-All,0.5257250926038182,0.523009552768768,0.5230226236490365,0.526356569635181,0.5257250926038182,11,1,1,0.49967764409360194,0.5257250926038182,0.0
regression,white,3,42003,Data-Alt,0.5257250926038182,0.5252818901318582,0.526317795609556,0.5257250926038182,0.5257250926038182,3,1,1,0.49967764409360194,0.5257250926038182,0.0
regression,white,3,42003,AutoML,0.49967764409360194,0.49946192553971064,0.49967764409360194,0.49967764409360194,0.49967764409360194,61,0,0,0.49967764409360194,0.5257250926038182,0.02604744851021623
regression,white,4,42004,Data-Bandit,0.5109912158109976,0.510821276005363,0.5109944626733727,0.5109912158109976,0.5109912158109976,61,0,0,0.5052772617117303,0.5167175157174126,0.005726299906415044
regression,white,4,42004,Data-All,0.5167175157174126,0.5111729757217948,0.5100233493481355,0.5125797209644201,0.5167175157174126,60,1,1,0.5052772617117303,0.5167175157174126,0.0
regression,white,4,42004,Data-Alt,0.5109912158109976,0.5107831816164833,0.510917484757672,0.5109912158109976,0.5109912158109976,61,0,0,0.5052772617117303,0.5167175157174126,0.005726299906415044
regression,white,4,42004,AutoML,0.4995376943628195,0.4995322775544853,0.4995376943628195,0.4995376943628195,0.4995376943628195,61,0,0,0.5052772617117303,0.5167175157174126,0.017179821354593172
regression,white,5,42005,Data-Bandit,0.5439405687406048,0.5402701493697332,0.5327317919044983,0.5439405687406048,0.5439405687406048,20,1,1,0.5037098817784829,0.5439405687406048,0.0
regression,white,5,42005,Data-All,0.5439405687406048,0.5360149244838533,0.5277344250521991,0.5421131371057218,0.5439405687406048,12,1,1,0.5037098817784829,0.5439405687406048,0.0
regression,white,5,42005,Data-Alt,0.5439405687406048,0.5375216688077533,0.5291093553190557,0.5326277000075434,0.5439405687406048,27,1,1,0.5037098817784829,0.5439405687406048,0.0
regression,white,5,42005,AutoML,0.5036851258588305,0.5036851258588304,0.5036851258588305,0.5036851258588305,0.5036851258588305,61,0,0,0.5037098817784829,0.5439405687406048,0.040255442881774295
regression,white,6,42006,Data-Bandit,0.5478306963882108,0.54609942407849,0.5450997054057781,0.5478306963882108,0.5478306963882108,20,1,0,0.5175997772982159,0.5487532678997961,0.0009225715115852573
regression,white,6,42006,Data-All,0.5487532678997961,0.5434243802986352,0.5399458589646028,0.5505361245257642,0.5487532678997961,11,1,1,0.5175997772982159,0.5487532678997961,0.0
regression,white,6,42006,Data-Alt,0.5487532678997961,0.5463542945491491,0.5505361245257642,0.546516387223584,0.5487532678997961,9,1,1,0.5175997772982159,0.5487532678997961,0.0
regression,white,6,42006,AutoML,0.5175997772982159,0.5169806269367295,0.5175997772982159,0.5175997772982159,0.5175997772982159,61,0,0,0.5175997772982159,0.5487532678997961,0.031153490601580125
regression,white,7,42007,Data-Bandit,0.5499510491991864,0.5489286148612501,0.5499510491991864,0.5499510491991864,0.5499510491991864,2,1,1,0.5045498013442651,0.5499510491991864,0.0
regression,white,7,42007,Data-All,0.5499510491991864,0.5419698682390283,0.5357600147974795,0.548634962515154,0.5499510491991864,12,1,1,0.5045498013442651,0.5499510491991864,0.0
regression,white,7,42007,Data-Alt,0.5580217317016427,0.549955701418418,0.548634962515154,0.5446108163566248,0.5580217317016427,9,1,0,0.5045498013442651,0.5499510491991864,-0.00807068250245635
regression,white,7,42007,AutoML,0.5041445821077435,0.5041445821077434,0.5041445821077435,0.5041445821077435,0.5041445821077435,61,0,0,0.5045498013442651,0.5499510491991864,0.04580646709144287
regression,white,8,42008,Data-Bandit,0.5273581622840582,0.5282031126075348,0.5298375944298755,0.5273581622840582,0.5273581622840582,2,1,0,0.5126255669873213,0.5331100315429831,0.005751869258924902
regression,white,8,42008,Data-All,0.5331100315429831,0.5322239231633594,0.5308442598991464,0.5333120829016003,0.5331100315429831,11,1,1,0.5126255669873213,0.5331100315429831,0.0
regression,white,8,42008,Data-Alt,0.5273581622840582,0.5296621046985615,0.5333104609127212,0.5386435589111885,0.5273581622840582,3,1,0,0.5126255669873213,0.5331100315429831,0.005751869258924902
regression,white,8,42008,AutoML,0.5126255669873213,0.5125642011941196,0.5126255669873213,0.5126255669873213,0.5126255669873213,61,0,0,0.5126255669873213,0.5331100315429831,0.020484464555661774
regression,white,9,42009,Data-Bandit,0.5270707761280041,0.5264567018170959,0.5266440366817151,0.5270707761280041,0.5270707761280041,2,1,1,0.49589698755615275,0.5270707761280041,0.0
regression,white,9,42009,Data-All,0.5270707761280041,0.523770446049775,0.5267435530824945,0.5270707761280041,0.5270707761280041,7,1,1,0.49589698755615275,0.5270707761280041,0.0
regression,white,9,42009,Data-Alt,0.5270707761280041,0.5264742436786648,0.5270707761280041,0.5270707761280041,0.5270707761280041,2,1,1,0.49589698755615275,0.5270707761280041,0.0
regression,white,9,42009,AutoML,0.49589698755615275,0.49574665623783776,0.49589698755615275,0.49589698755615275,0.49589698755615275,61,0,0,0.49589698755615275,0.5270707761280041,0.03117378857185138
regression,white,10,42010,Data-Bandit,0.5620219818440341,0.5606756545724123,0.5620219818440341,0.5620219818440341,0.5620219818440341,4,1,1,0.5137870156055903,0.5620219818440341,0.0
regression,white,10,42010,Data-All,0.5620219818440341,0.5528298019674235,0.5464349807749452,0.5482774399250795,0.5620219818440341,24,1,1,0.5137870156055903,0.5620219818440341,0.0
regression,white,10,42010,Data-Alt,0.5620219818440341,0.5557878941725659,0.5482774399250795,0.5482774399250795,0.5620219818440341,26,1,1,0.5137870156055903,0.5620219818440341,0.0
regression,white,10,42010,AutoML,0.5136064274357294,0.5136162254927945,0.5136064274357294,0.5136064274357294,0.5136064274357294,61,0,0,0.5137870156055903,0.5620219818440341,0.048415554408304695
regression,white,11,42011,Data-Bandit,0.5480487917936864,0.5457258099693695,0.5412564663835865,0.5480487917936864,0.5480487917936864,14,1,1,0.49465894182573183,0.5480487917936864,0.0
regression,white,11,42011,Data-All,0.5480487917936864,0.5360356499306987,0.5297027156579989,0.5412564663835865,0.5480487917936864,54,1,1,0.49465894182573183,0.5480487917936864,0.0
regression,white,11,42011,Data-Alt,0.5412564663835865,0.5393624010171377,0.5412564663835865,0.5412564663835865,0.5412564663835865,61,0,0,0.49465894182573183,0.5480487917936864,0.0067923254100998864
regression,white,11,42011,AutoML,0.49465894182573183,0.49456258085692234,0.49465894182573183,0.49465894182573183,0.49465894182573183,61,0,0,0.49465894182573183,0.5480487917936864,0.05338984996795454
regression,white,12,42012,Data-Bandit,0.5334510948400027,0.5341172934766735,0.5446765966598731,0.5334510948400027,0.5334510948400027,2,1,0,0.5137371088574331,0.5281628875336065,-0.005288207306396231
regression,white,12,42012,Data-All,0.5281628875336065,0.5351067215774459,0.5329742673510196,0.537825851339858,0.5281628875336065,7,1,1,0.5137371088574331,0.5281628875336065,0.0
regression,white,12,42012,Data-Alt,0.5281628875336065,0.5309784913169151,0.5329167705248146,0.5378935019234609,0.5281628875336065,2,1,1,0.5137371088574331,0.5281628875336065,0.0
regression,white,12,42012,AutoML,0.5137371088574331,0.51344921673576,0.5137371088574331,0.5137371088574331,0.5137371088574331,61,0,0,0.5137371088574331,0.5281628875336065,0.01442577867617345
regression,white,13,42013,Data-Bandit,0.5409002137847712,0.5435307022520856,0.5605939574453999,0.5409002137847712,0.5409002137847712,3,1,1,0.5061821876216629,0.5409002137847712,0.0
regression,white,13,42013,Data-All,0.5409002137847712,0.5370954599220142,0.5343089043341254,0.5435471013660254,0.5409002137847712,11,1,1,0.5061821876216629,0.5409002137847712,0.0
regression,white,13,42013,Data-Alt,0.5409002137847712,0.5405457421196573,0.5435471013660254,0.5456969870916036,0.5409002137847712,8,1,1,0.5061821876216629,0.5409002137847712,0.0
regression,white,13,42013,AutoML,0.5020287850715167,0.5020015000542893,0.5020287850715167,0.5020287850715167,0.5020287850715167,61,0,0,0.5061821876216629,0.5409002137847712,0.03887142871325444
regression,white,14,42014,Data-Bandit,0.5546555193266056,0.5523732348157108,0.5546555193266056,0.5546555193266056,0.5546555193266056,10,1,1,0.5096866031602221,0.5546555193266056,0.0
regression,white,14,42014,Data-All,0.5546555193266056,0.5419840879484676,0.546152721386918,0.5433080313510492,0.5546555193266056,60,1,1,0.5096866031602221,0.5546555193266056,0.0
regression,white,14,42014,Data-Alt,0.5433080313510492,0.5430081330738974,0.5433080313510492,0.5433080313510492,0.5433080313510492,61,0,0,0.5096866031602221,0.5546555193266056,0.011347487975556403
regression,white,14,42014,AutoML,0.5022572174640085,0.5028727046424806,0.5022572174640085,0.5022572174640085,0.5022572174640085,61,0,0,0.5096866031602221,0.5546555193266056,0.052398301862597085
